"Date","Price","Open","High","Low","Vol.","Change %"
"07/06/2016","23,320.00","23,320.00","23,320.00","23,320.00","","0.00%"
"07/05/2016","23,320.00","23,320.00","23,320.00","23,320.00","","-1.10%"
"07/04/2016","23,580.00","23,580.00","23,580.00","23,580.00","","-1.30%"
"07/01/2016","23,890.00","23,890.00","23,890.00","23,890.00","","-0.87%"
"06/30/2016","24,100.00","24,100.00","24,100.00","24,100.00","","0.84%"
"06/29/2016","23,900.00","23,900.00","23,900.00","23,900.00","","-0.67%"
"06/28/2016","24,060.00","24,060.00","24,060.00","24,060.00","","-0.62%"
"06/27/2016","24,210.00","24,210.00","24,210.00","24,210.00","","-0.90%"
"06/24/2016","24,430.00","24,430.00","24,430.00","24,430.00","","0.41%"
"06/23/2016","24,330.00","24,330.00","24,330.00","24,330.00","","0.21%"
"06/22/2016","24,280.00","24,280.00","24,280.00","24,280.00","","0.17%"
"06/21/2016","24,240.00","24,240.00","24,240.00","24,240.00","","-0.04%"
"06/20/2016","24,250.00","24,250.00","24,250.00","24,250.00","","0.96%"
"06/17/2016","24,020.00","24,020.00","24,020.00","24,020.00","","1.05%"
"06/16/2016","23,770.00","23,770.00","23,770.00","23,770.00","","-1.08%"
"06/15/2016","24,030.00","24,030.00","24,030.00","24,030.00","","-0.41%"
"06/14/2016","24,130.00","24,130.00","24,130.00","24,130.00","","-0.25%"
"06/13/2016","24,190.00","24,190.00","24,190.00","24,190.00","","-1.39%"
"06/10/2016","24,530.00","24,530.00","24,530.00","24,530.00","","-0.53%"
"06/09/2016","24,660.00","24,660.00","24,660.00","24,660.00","","0.41%"
"06/08/2016","24,560.00","24,560.00","24,560.00","24,560.00","","-0.45%"
"06/07/2016","24,670.00","24,670.00","24,670.00","24,670.00","","0.41%"
"06/06/2016","24,570.00","24,570.00","24,570.00","24,570.00","","0.37%"
"06/03/2016","24,480.00","24,480.00","24,480.00","24,480.00","","-1.57%"
"06/02/2016","24,870.00","24,870.00","24,870.00","24,870.00","","-0.32%"
"06/01/2016","24,950.00","24,950.00","24,950.00","24,950.00","","0.20%"
"05/31/2016","24,900.00","24,900.00","24,900.00","24,900.00","","0.16%"
"05/30/2016","24,860.00","24,860.00","24,860.00","24,860.00","","0.16%"
"05/27/2016","24,820.00","24,820.00","24,820.00","24,820.00","","0.81%"
"05/26/2016","24,620.00","24,620.00","24,620.00","24,620.00","","0.37%"
"05/25/2016","24,530.00","24,530.00","24,530.00","24,530.00","","-0.41%"
"05/24/2016","24,630.00","24,630.00","24,630.00","24,630.00","","-1.24%"
"05/23/2016","24,940.00","24,940.00","24,940.00","24,940.00","","-1.15%"
"05/20/2016","25,230.00","25,230.00","25,230.00","25,230.00","","1.28%"
"05/19/2016","24,910.00","24,910.00","24,910.00","24,910.00","","0.81%"
"05/18/2016","24,710.00","24,710.00","24,710.00","24,710.00","","1.19%"
"05/17/2016","24,420.00","24,420.00","24,420.00","24,420.00","","-0.41%"
"05/16/2016","24,520.00","24,520.00","24,520.00","24,520.00","","-1.68%"
"05/13/2016","24,940.00","24,940.00","24,940.00","24,940.00","","-0.80%"
"05/12/2016","25,140.00","25,140.00","25,140.00","25,140.00","","-1.22%"
"05/11/2016","25,450.00","25,450.00","25,450.00","25,450.00","","-0.78%"
"05/10/2016","25,650.00","25,650.00","25,650.00","25,650.00","","0.35%"
"05/09/2016","25,560.00","25,560.00","25,560.00","25,560.00","","0.35%"
"05/06/2016","25,470.00","25,470.00","25,470.00","25,470.00","","-0.04%"
"05/05/2016","25,480.00","25,480.00","25,480.00","25,480.00","","1.19%"
"05/04/2016","25,180.00","25,180.00","25,180.00","25,180.00","","-0.83%"
"05/03/2016","25,390.00","25,390.00","25,390.00","25,390.00","","-0.78%"
"05/02/2016","25,590.00","25,590.00","25,590.00","25,590.00","","-1.24%"
"04/29/2016","25,910.00","25,910.00","25,910.00","25,910.00","","-0.42%"
"04/28/2016","26,020.00","26,020.00","26,020.00","26,020.00","","0.00%"
"04/27/2016","26,020.00","26,020.00","26,020.00","26,020.00","","-0.42%"
"04/26/2016","26,130.00","26,130.00","26,130.00","26,130.00","","1.16%"
"04/25/2016","25,830.00","25,830.00","25,830.00","25,830.00","","1.14%"
"04/22/2016","25,540.00","25,540.00","25,540.00","25,540.00","","-0.04%"
"04/21/2016","25,550.00","25,550.00","25,550.00","25,550.00","","1.39%"
"04/20/2016","25,200.00","25,200.00","25,200.00","25,200.00","","-1.22%"
"04/19/2016","25,510.00","25,510.00","25,510.00","25,510.00","","0.00%"
"04/18/2016","25,510.00","25,510.00","25,510.00","25,510.00","","-1.24%"
"04/15/2016","25,830.00","25,830.00","25,830.00","25,830.00","","0.00%"
"04/14/2016","25,830.00","25,830.00","25,830.00","25,830.00","","-0.04%"
"04/13/2016","25,840.00","25,840.00","25,840.00","25,840.00","","1.97%"
"04/12/2016","25,340.00","25,340.00","25,340.00","25,340.00","","0.36%"
"04/11/2016","25,250.00","25,250.00","25,250.00","25,250.00","","-1.21%"
"04/08/2016","25,560.00","25,560.00","25,560.00","25,560.00","","-0.23%"
"04/07/2016","25,620.00","25,620.00","25,620.00","25,620.00","","0.20%"
"04/06/2016","25,570.00","25,570.00","25,570.00","25,570.00","","-0.81%"
"04/05/2016","25,780.00","25,780.00","25,780.00","25,780.00","","-0.42%"
"04/04/2016","25,890.00","25,890.00","25,890.00","25,890.00","","-1.60%"
"04/01/2016","26,310.00","26,310.00","26,310.00","26,310.00","","0.73%"
"03/31/2016","26,120.00","26,120.00","26,120.00","26,120.00","","0.35%"
"03/30/2016","26,030.00","26,030.00","26,030.00","26,030.00","","0.00%"
"03/29/2016","26,030.00","26,030.00","26,030.00","26,030.00","","-0.80%"
"03/28/2016","26,240.00","26,240.00","26,240.00","26,240.00","","4.33%"
"03/24/2016","25,150.00","25,150.00","25,150.00","25,150.00","","-0.04%"
"03/23/2016","25,160.00","25,160.00","25,160.00","25,160.00","","-0.04%"
"03/22/2016","25,170.00","25,170.00","25,170.00","25,170.00","","-1.18%"
"03/21/2016","25,470.00","25,470.00","25,470.00","25,470.00","","-0.12%"
"03/18/2016","25,500.00","25,500.00","25,500.00","25,500.00","","-0.04%"
"03/17/2016","25,510.00","25,510.00","25,510.00","25,510.00","","-1.20%"
"03/16/2016","25,820.00","25,820.00","25,820.00","25,820.00","","-0.77%"
"03/15/2016","26,020.00","26,020.00","26,020.00","26,020.00","","-1.18%"
"03/14/2016","26,330.00","26,330.00","26,330.00","26,330.00","","-2.30%"
"03/11/2016","26,950.00","26,950.00","26,950.00","26,950.00","","0.75%"
"03/10/2016","26,750.00","26,750.00","26,750.00","26,750.00","","1.10%"
"03/09/2016","26,460.00","26,460.00","26,460.00","26,460.00","","1.15%"
"03/08/2016","26,160.00","26,160.00","26,160.00","26,160.00","","-2.64%"
"03/07/2016","26,870.00","26,870.00","26,870.00","26,870.00","","-0.07%"
"03/04/2016","26,890.00","26,890.00","26,890.00","26,890.00","","0.37%"
"03/03/2016","26,790.00","26,790.00","26,790.00","26,790.00","","1.48%"
"03/02/2016","26,400.00","26,400.00","26,400.00","26,400.00","","0.76%"
"03/01/2016","26,200.00","26,200.00","26,200.00","26,200.00","","-0.38%"
"02/29/2016","26,300.00","26,300.00","26,300.00","26,300.00","","-0.08%"
"02/26/2016","26,320.00","26,320.00","26,320.00","26,320.00","","1.15%"
"02/25/2016","26,020.00","26,020.00","26,020.00","26,020.00","","0.39%"
"02/24/2016","25,920.00","25,920.00","25,920.00","25,920.00","","-0.42%"
"02/23/2016","26,030.00","26,030.00","26,030.00","26,030.00","","0.00%"
"02/22/2016","26,030.00","26,030.00","26,030.00","26,030.00","","1.24%"
"02/19/2016","25,710.00","25,710.00","25,710.00","25,710.00","","0.00%"
"02/18/2016","25,710.00","25,710.00","25,710.00","25,710.00","","1.54%"
"02/17/2016","25,320.00","25,320.00","25,320.00","25,320.00","","0.00%"
"02/16/2016","25,320.00","25,320.00","25,320.00","25,320.00","","-0.04%"
"02/15/2016","25,330.00","25,330.00","25,330.00","25,330.00","","-0.82%"
"02/12/2016","25,540.00","25,540.00","25,540.00","25,540.00","","-1.58%"
"02/11/2016","25,950.00","25,950.00","25,950.00","25,950.00","","-1.52%"
"02/10/2016","26,350.00","26,350.00","26,350.00","26,350.00","","1.89%"
"02/09/2016","25,860.00","25,860.00","25,860.00","25,860.00","","1.97%"
"02/08/2016","25,360.00","25,360.00","25,360.00","25,360.00","","4.92%"
"02/05/2016","24,170.00","24,170.00","24,170.00","24,170.00","","1.85%"
"02/04/2016","23,730.00","23,730.00","23,730.00","23,730.00","","0.21%"
"02/03/2016","23,680.00","23,680.00","23,680.00","23,680.00","","0.42%"
"02/02/2016","23,580.00","23,580.00","23,580.00","23,580.00","","2.12%"
"02/01/2016","23,090.00","23,090.00","23,090.00","23,090.00","","-1.74%"
"01/29/2016","23,500.00","23,500.00","23,500.00","23,500.00","","-1.71%"
"01/28/2016","23,910.00","23,910.00","23,910.00","23,910.00","","0.00%"
"01/27/2016","23,910.00","23,910.00","23,910.00","23,910.00","","-0.46%"
"01/25/2016","24,020.00","24,020.00","24,020.00","24,020.00","","-0.70%"
"01/22/2016","24,190.00","24,190.00","24,190.00","24,190.00","","-1.06%"
"01/21/2016","24,450.00","24,450.00","24,450.00","24,450.00","","1.41%"
"01/20/2016","24,110.00","24,110.00","24,110.00","24,110.00","","0.00%"
"01/19/2016","24,110.00","24,110.00","24,110.00","24,110.00","","0.42%"
"01/18/2016","24,010.00","24,010.00","24,010.00","24,010.00","","-0.50%"
"01/15/2016","24,130.00","24,130.00","24,130.00","24,130.00","","-1.23%"
"01/14/2016","24,430.00","24,430.00","24,430.00","24,430.00","","-0.04%"
"01/13/2016","24,440.00","24,440.00","24,440.00","24,440.00","","1.24%"
"01/12/2016","24,140.00","24,140.00","24,140.00","24,140.00","","0.37%"
"01/11/2016","24,050.00","24,050.00","24,050.00","24,050.00","","0.38%"
"01/08/2016","23,960.00","23,960.00","23,960.00","23,960.00","","-1.28%"
"01/07/2016","24,270.00","24,270.00","24,270.00","24,270.00","","-2.41%"
"01/06/2016","24,870.00","24,870.00","24,870.00","24,870.00","","-2.01%"
"01/05/2016","25,380.00","25,380.00","25,380.00","25,380.00","","-0.82%"
"01/04/2016","25,590.00","25,590.00","25,590.00","25,590.00","","-0.43%"
"01/01/2016","25,700.00","25,700.00","25,700.00","25,700.00","","-0.81%"
"12/31/2015","25,910.00","25,910.00","25,910.00","25,910.00","","0.19%"
"12/30/2015","25,860.00","25,860.00","25,860.00","25,860.00","","1.73%"
"12/29/2015","25,420.00","25,420.00","25,420.00","25,420.00","","1.19%"
"12/28/2015","25,120.00","25,120.00","25,120.00","25,120.00","","0.32%"
"12/24/2015","25,040.00","25,040.00","25,040.00","25,040.00","","0.00%"
"12/23/2015","25,040.00","25,040.00","25,040.00","25,040.00","","0.36%"
"12/22/2015","24,950.00","24,950.00","24,950.00","24,950.00","","0.81%"
"12/21/2015","24,750.00","24,750.00","24,750.00","24,750.00","","3.08%"
"12/18/2015","24,010.00","24,010.00","24,010.00","24,010.00","","0.00%"
"12/17/2015","24,010.00","24,010.00","24,010.00","24,010.00","","0.42%"
"12/16/2015","23,910.00","23,910.00","23,910.00","23,910.00","","0.38%"
"12/15/2015","23,820.00","23,820.00","23,820.00","23,820.00","","1.28%"
"12/14/2015","23,520.00","23,520.00","23,520.00","23,520.00","","-1.75%"
"12/11/2015","23,940.00","23,940.00","23,940.00","23,940.00","","0.00%"
"12/10/2015","23,940.00","23,940.00","23,940.00","23,940.00","","-0.04%"
"12/09/2015","23,950.00","23,950.00","23,950.00","23,950.00","","2.13%"
"12/08/2015","23,450.00","23,450.00","23,450.00","23,450.00","","0.82%"
"12/07/2015","23,260.00","23,260.00","23,260.00","23,260.00","","1.26%"
"12/04/2015","22,970.00","22,970.00","22,970.00","22,970.00","","1.32%"
"12/03/2015","22,670.00","22,670.00","22,670.00","22,670.00","","0.85%"
"12/02/2015","22,480.00","22,480.00","22,480.00","22,480.00","","1.35%"
"12/01/2015","22,180.00","22,180.00","22,180.00","22,180.00","","0.00%"
"11/30/2015","22,180.00","22,180.00","22,180.00","22,180.00","","-2.29%"
"11/27/2015","22,700.00","22,700.00","22,700.00","22,700.00","","-1.30%"
"11/26/2015","23,000.00","23,000.00","23,000.00","23,000.00","","-1.54%"
"11/25/2015","23,360.00","23,360.00","23,360.00","23,360.00","","0.00%"
"11/24/2015","23,360.00","23,360.00","23,360.00","23,360.00","","-0.26%"
"11/23/2015","23,420.00","23,420.00","23,420.00","23,420.00","","-0.38%"
"11/20/2015","23,510.00","23,510.00","23,510.00","23,510.00","","0.00%"
"11/19/2015","23,510.00","23,510.00","23,510.00","23,510.00","","-0.42%"
"11/18/2015","23,610.00","23,610.00","23,610.00","23,610.00","","0.81%"
"11/17/2015","23,420.00","23,420.00","23,420.00","23,420.00","","-0.43%"
"11/16/2015","23,520.00","23,520.00","23,520.00","23,520.00","","0.13%"
"11/13/2015","23,490.00","23,490.00","23,490.00","23,490.00","","-1.47%"
"11/12/2015","23,840.00","23,840.00","23,840.00","23,840.00","","-0.04%"
"11/11/2015","23,850.00","23,850.00","23,850.00","23,850.00","","0.00%"
"11/10/2015","23,850.00","23,850.00","23,850.00","23,850.00","","-0.04%"
"11/09/2015","23,860.00","23,860.00","23,860.00","23,860.00","","-0.04%"
"11/06/2015","23,870.00","23,870.00","23,870.00","23,870.00","","0.00%"
"11/05/2015","23,870.00","23,870.00","23,870.00","23,870.00","","1.66%"
"11/04/2015","23,480.00","23,480.00","23,480.00","23,480.00","","1.29%"
"11/03/2015","23,180.00","23,180.00","23,180.00","23,180.00","","-1.32%"
"11/02/2015","23,490.00","23,490.00","23,490.00","23,490.00","","-1.30%"
"10/30/2015","23,800.00","23,800.00","23,800.00","23,800.00","","-0.87%"
"10/29/2015","24,010.00","24,010.00","24,010.00","24,010.00","","-1.64%"
"10/28/2015","24,410.00","24,410.00","24,410.00","24,410.00","","0.37%"
"10/27/2015","24,320.00","24,320.00","24,320.00","24,320.00","","-0.41%"
"10/26/2015","24,420.00","24,420.00","24,420.00","24,420.00","","-3.25%"
"10/23/2015","25,240.00","25,240.00","25,240.00","25,240.00","","-0.43%"
"10/22/2015","25,350.00","25,350.00","25,350.00","25,350.00","","0.00%"
"10/21/2015","25,350.00","25,350.00","25,350.00","25,350.00","","-0.63%"
"10/20/2015","25,510.00","25,510.00","25,510.00","25,510.00","","0.00%"
"10/19/2015","25,510.00","25,510.00","25,510.00","25,510.00","","-0.04%"
"10/16/2015","25,520.00","25,520.00","25,520.00","25,520.00","","0.75%"
"10/15/2015","25,330.00","25,330.00","25,330.00","25,330.00","","-0.39%"
"10/14/2015","25,430.00","25,430.00","25,430.00","25,430.00","","0.36%"
"10/13/2015","25,340.00","25,340.00","25,340.00","25,340.00","","-1.36%"
"10/12/2015","25,690.00","25,690.00","25,690.00","25,690.00","","2.11%"
"10/09/2015","25,160.00","25,160.00","25,160.00","25,160.00","","-1.37%"
"10/08/2015","25,510.00","25,510.00","25,510.00","25,510.00","","-0.62%"
"10/07/2015","25,670.00","25,670.00","25,670.00","25,670.00","","-1.19%"
"10/06/2015","25,980.00","25,980.00","25,980.00","25,980.00","","-0.57%"
"10/05/2015","26,130.00","26,130.00","26,130.00","26,130.00","","0.11%"
"10/01/2015","26,100.00","26,100.00","26,100.00","26,100.00","","-0.42%"
"09/30/2015","26,210.00","26,210.00","26,210.00","26,210.00","","-0.61%"
"09/29/2015","26,370.00","26,370.00","26,370.00","26,370.00","","-0.98%"
"09/28/2015","26,630.00","26,630.00","26,630.00","26,630.00","","-2.28%"
"09/25/2015","27,250.00","27,250.00","27,250.00","27,250.00","","0.00%"
"09/24/2015","27,250.00","27,250.00","27,250.00","27,250.00","","0.70%"
"09/23/2015","27,060.00","27,060.00","27,060.00","27,060.00","","0.37%"
"09/22/2015","26,960.00","26,960.00","26,960.00","26,960.00","","-1.14%"
"09/21/2015","27,270.00","27,270.00","27,270.00","27,270.00","","-1.23%"
"09/18/2015","27,610.00","27,610.00","27,610.00","27,610.00","","0.00%"
"09/17/2015","27,610.00","27,610.00","27,610.00","27,610.00","","-0.04%"
"09/16/2015","27,620.00","27,620.00","27,620.00","27,620.00","","-1.43%"
"09/15/2015","28,020.00","28,020.00","28,020.00","28,020.00","","-0.74%"
"09/14/2015","28,230.00","28,230.00","28,230.00","28,230.00","","3.26%"
"09/11/2015","27,340.00","27,340.00","27,340.00","27,340.00","","1.07%"
"09/10/2015","27,050.00","27,050.00","27,050.00","27,050.00","","0.33%"
"09/09/2015","26,960.00","26,960.00","26,960.00","26,960.00","","-0.74%"
"09/08/2015","27,160.00","27,160.00","27,160.00","27,160.00","","-1.49%"
"09/07/2015","27,570.00","27,570.00","27,570.00","27,570.00","","-0.43%"
"09/04/2015","27,690.00","27,690.00","27,690.00","27,690.00","","0.00%"
"09/03/2015","27,690.00","27,690.00","27,690.00","27,690.00","","-1.11%"
"09/02/2015","28,000.00","28,000.00","28,000.00","28,000.00","","1.08%"
"09/01/2015","27,700.00","27,700.00","27,700.00","27,700.00","","0.33%"
"08/31/2015","27,610.00","27,610.00","27,610.00","27,610.00","","1.43%"
"08/28/2015","27,220.00","27,220.00","27,220.00","27,220.00","","-1.84%"
"08/27/2015","27,730.00","27,730.00","27,730.00","27,730.00","","-0.75%"
"08/26/2015","27,940.00","27,940.00","27,940.00","27,940.00","","1.09%"
"08/25/2015","27,640.00","27,640.00","27,640.00","27,640.00","","-0.04%"
"08/24/2015","27,650.00","27,650.00","27,650.00","27,650.00","","5.05%"
"08/21/2015","26,320.00","26,320.00","26,320.00","26,320.00","","0.61%"
"08/20/2015","26,160.00","26,160.00","26,160.00","26,160.00","","0.00%"
"08/19/2015","26,160.00","26,160.00","26,160.00","26,160.00","","1.12%"
"08/18/2015","25,870.00","25,870.00","25,870.00","25,870.00","","0.19%"
"08/17/2015","25,820.00","25,820.00","25,820.00","25,820.00","","-1.26%"
"08/14/2015","26,150.00","26,150.00","26,150.00","26,150.00","","-0.57%"
"08/13/2015","26,300.00","26,300.00","26,300.00","26,300.00","","0.57%"
"08/12/2015","26,150.00","26,150.00","26,150.00","26,150.00","","-0.57%"
"08/11/2015","26,300.00","26,300.00","26,300.00","26,300.00","","-0.04%"
"08/10/2015","26,310.00","26,310.00","26,310.00","26,310.00","","1.23%"
"08/07/2015","25,990.00","25,990.00","25,990.00","25,990.00","","-0.73%"
"08/06/2015","26,180.00","26,180.00","26,180.00","26,180.00","","0.73%"
"08/05/2015","25,990.00","25,990.00","25,990.00","25,990.00","","0.31%"
"08/04/2015","25,910.00","25,910.00","25,910.00","25,910.00","","0.43%"
"08/03/2015","25,800.00","25,800.00","25,800.00","25,800.00","","-0.08%"
"07/31/2015","25,820.00","25,820.00","25,820.00","25,820.00","","0.19%"
"07/30/2015","25,770.00","25,770.00","25,770.00","25,770.00","","-0.19%"
"07/29/2015","25,820.00","25,820.00","25,820.00","25,820.00","","-0.04%"
"07/28/2015","25,830.00","25,830.00","25,830.00","25,830.00","","-0.88%"
"07/27/2015","26,060.00","26,060.00","26,060.00","26,060.00","","2.40%"
"07/24/2015","25,450.00","25,450.00","25,450.00","25,450.00","","-2.34%"
"07/23/2015","26,060.00","26,060.00","26,060.00","26,060.00","","-2.29%"
"07/22/2015","26,670.00","26,670.00","26,670.00","26,670.00","","-1.15%"
"07/21/2015","26,980.00","26,980.00","26,980.00","26,980.00","","3.29%"
"07/20/2015","26,120.00","26,120.00","26,120.00","26,120.00","","0.00%"
"07/17/2015","26,120.00","26,120.00","26,120.00","26,120.00","","-1.17%"
"07/16/2015","26,430.00","26,430.00","26,430.00","26,430.00","","-2.58%"
"07/15/2015","27,130.00","27,130.00","27,130.00","27,130.00","","-2.55%"
"07/14/2015","27,840.00","27,840.00","27,840.00","27,840.00","","-1.80%"
"07/13/2015","28,350.00","28,350.00","28,350.00","28,350.00","","-1.49%"
"07/10/2015","28,780.00","28,780.00","28,780.00","28,780.00","","1.09%"
"07/09/2015","28,470.00","28,470.00","28,470.00","28,470.00","","-1.08%"
"07/08/2015","28,780.00","28,780.00","28,780.00","28,780.00","","-0.35%"
"07/07/2015","28,880.00","28,880.00","28,880.00","28,880.00","","-0.72%"
"07/06/2015","29,090.00","29,090.00","29,090.00","29,090.00","","0.28%"
"07/03/2015","29,010.00","29,010.00","29,010.00","29,010.00","","0.66%"
"07/02/2015","28,820.00","28,820.00","28,820.00","28,820.00","","-0.35%"
"07/01/2015","28,920.00","28,920.00","28,920.00","28,920.00","","0.31%"
"06/30/2015","28,830.00","28,830.00","28,830.00","28,830.00","","0.66%"
"06/29/2015","28,640.00","28,640.00","28,640.00","28,640.00","","-0.42%"
"06/26/2015","28,760.00","28,760.00","28,760.00","28,760.00","","0.35%"
"06/25/2015","28,660.00","28,660.00","28,660.00","28,660.00","","-1.07%"
"06/24/2015","28,970.00","28,970.00","28,970.00","28,970.00","","-0.38%"
"06/23/2015","29,080.00","29,080.00","29,080.00","29,080.00","","-0.34%"
"06/22/2015","29,180.00","29,180.00","29,180.00","29,180.00","","-0.44%"
"06/19/2015","29,310.00","29,310.00","29,310.00","29,310.00","","0.00%"
"06/18/2015","29,310.00","29,310.00","29,310.00","29,310.00","","-0.37%"
"06/17/2015","29,420.00","29,420.00","29,420.00","29,420.00","","-0.17%"
"06/16/2015","29,470.00","29,470.00","29,470.00","29,470.00","","-0.20%"
"06/15/2015","29,530.00","29,530.00","29,530.00","29,530.00","","-1.07%"
"06/12/2015","29,850.00","29,850.00","29,850.00","29,850.00","","0.98%"
"06/11/2015","29,560.00","29,560.00","29,560.00","29,560.00","","-0.34%"
"06/10/2015","29,660.00","29,660.00","29,660.00","29,660.00","","-0.54%"
"06/09/2015","29,820.00","29,820.00","29,820.00","29,820.00","","0.30%"
"06/08/2015","29,730.00","29,730.00","29,730.00","29,730.00","","0.81%"
"06/05/2015","29,490.00","29,490.00","29,490.00","29,490.00","","0.31%"
"06/04/2015","29,400.00","29,400.00","29,400.00","29,400.00","","-0.71%"
"06/03/2015","29,610.00","29,610.00","29,610.00","29,610.00","","0.34%"
"06/02/2015","29,510.00","29,510.00","29,510.00","29,510.00","","-0.71%"
"06/01/2015","29,720.00","29,720.00","29,720.00","29,720.00","","-0.40%"
"05/29/2015","29,840.00","29,840.00","29,840.00","29,840.00","","0.98%"
"05/28/2015","29,550.00","29,550.00","29,550.00","29,550.00","","0.68%"
"05/27/2015","29,350.00","29,350.00","29,350.00","29,350.00","","0.31%"
"05/26/2015","29,260.00","29,260.00","29,260.00","29,260.00","","-0.37%"
"05/25/2015","29,370.00","29,370.00","29,370.00","29,370.00","","-0.41%"
"05/22/2015","29,490.00","29,490.00","29,490.00","29,490.00","","-1.04%"
"05/21/2015","29,800.00","29,800.00","29,800.00","29,800.00","","0.98%"
"05/20/2015","29,510.00","29,510.00","29,510.00","29,510.00","","0.00%"
"05/19/2015","29,510.00","29,510.00","29,510.00","29,510.00","","0.31%"
"05/18/2015","29,420.00","29,420.00","29,420.00","29,420.00","","-1.08%"
"05/15/2015","29,740.00","29,740.00","29,740.00","29,740.00","","0.00%"
"05/14/2015","29,740.00","29,740.00","29,740.00","29,740.00","","-0.37%"
"05/13/2015","29,850.00","29,850.00","29,850.00","29,850.00","","-0.70%"
"05/12/2015","30,060.00","30,060.00","30,060.00","30,060.00","","0.00%"
"05/11/2015","30,060.00","30,060.00","30,060.00","30,060.00","","-0.07%"
"05/08/2015","30,080.00","30,080.00","30,080.00","30,080.00","","0.64%"
"05/07/2015","29,890.00","29,890.00","29,890.00","29,890.00","","-0.03%"
"05/06/2015","29,900.00","29,900.00","29,900.00","29,900.00","","0.67%"
"05/05/2015","29,700.00","29,700.00","29,700.00","29,700.00","","-0.70%"
"05/04/2015","29,910.00","29,910.00","29,910.00","29,910.00","","-0.07%"
"05/01/2015","29,930.00","29,930.00","29,930.00","29,930.00","","-0.03%"
"04/30/2015","29,940.00","29,940.00","29,940.00","29,940.00","","-0.33%"
"04/29/2015","30,040.00","30,040.00","30,040.00","30,040.00","","0.13%"
"04/28/2015","30,000.00","30,000.00","30,000.00","30,000.00","","-0.53%"
"04/27/2015","30,160.00","30,160.00","30,160.00","30,160.00","","-1.69%"
"04/24/2015","30,680.00","30,680.00","30,680.00","30,680.00","","0.29%"
"04/23/2015","30,590.00","30,590.00","30,590.00","30,590.00","","-0.33%"
"04/22/2015","30,690.00","30,690.00","30,690.00","30,690.00","","-0.36%"
"04/21/2015","30,800.00","30,800.00","30,800.00","30,800.00","","-0.58%"
"04/20/2015","30,980.00","30,980.00","30,980.00","30,980.00","","0.00%"
"04/17/2015","30,980.00","30,980.00","30,980.00","30,980.00","","0.16%"
"04/16/2015","30,930.00","30,930.00","30,930.00","30,930.00","","-0.35%"
"04/15/2015","31,040.00","31,040.00","31,040.00","31,040.00","","-0.67%"
"04/14/2015","31,250.00","31,250.00","31,250.00","31,250.00","","0.00%"
"04/13/2015","31,250.00","31,250.00","31,250.00","31,250.00","","-1.67%"
"04/10/2015","31,780.00","31,780.00","31,780.00","31,780.00","","0.16%"
"04/09/2015","31,730.00","31,730.00","31,730.00","31,730.00","","0.44%"
"04/08/2015","31,590.00","31,590.00","31,590.00","31,590.00","","0.61%"
"04/07/2015","31,400.00","31,400.00","31,400.00","31,400.00","","-0.82%"
"04/06/2015","31,660.00","31,660.00","31,660.00","31,660.00","","1.67%"
"04/02/2015","31,140.00","31,140.00","31,140.00","31,140.00","","-0.03%"
"04/01/2015","31,150.00","31,150.00","31,150.00","31,150.00","","0.00%"
"03/31/2015","31,150.00","31,150.00","31,150.00","31,150.00","","1.33%"
"03/30/2015","30,740.00","30,740.00","30,740.00","30,740.00","","-1.09%"
"03/27/2015","31,080.00","31,080.00","31,080.00","31,080.00","","-0.51%"
"03/26/2015","31,240.00","31,240.00","31,240.00","31,240.00","","-0.19%"
"03/25/2015","31,300.00","31,300.00","31,300.00","31,300.00","","-0.67%"
"03/24/2015","31,510.00","31,510.00","31,510.00","31,510.00","","0.64%"
"03/23/2015","31,310.00","31,310.00","31,310.00","31,310.00","","1.13%"
"03/20/2015","30,960.00","30,960.00","30,960.00","30,960.00","","0.00%"
"03/19/2015","30,960.00","30,960.00","30,960.00","30,960.00","","0.13%"
"03/18/2015","30,920.00","30,920.00","30,920.00","30,920.00","","0.95%"
"03/17/2015","30,630.00","30,630.00","30,630.00","30,630.00","","0.23%"
"03/16/2015","30,560.00","30,560.00","30,560.00","30,560.00","","-1.77%"
"03/13/2015","31,110.00","31,110.00","31,110.00","31,110.00","","-0.80%"
"03/12/2015","31,360.00","31,360.00","31,360.00","31,360.00","","-0.35%"
"03/11/2015","31,470.00","31,470.00","31,470.00","31,470.00","","-0.66%"
"03/10/2015","31,680.00","31,680.00","31,680.00","31,680.00","","-0.03%"
"03/09/2015","31,690.00","31,690.00","31,690.00","31,690.00","","0.89%"
"03/06/2015","31,410.00","31,410.00","31,410.00","31,410.00","","0.00%"
"03/05/2015","31,410.00","31,410.00","31,410.00","31,410.00","","0.29%"
"03/04/2015","31,320.00","31,320.00","31,320.00","31,320.00","","-0.35%"
"03/03/2015","31,430.00","31,430.00","31,430.00","31,430.00","","1.13%"
"03/02/2015","31,080.00","31,080.00","31,080.00","31,080.00","","-1.96%"
"02/28/2015","31,700.00","31,700.00","31,700.00","31,700.00","","-0.81%"
"02/27/2015","31,960.00","31,960.00","31,960.00","31,960.00","","0.28%"
"02/26/2015","31,870.00","31,870.00","31,870.00","31,870.00","","1.59%"
"02/25/2015","31,370.00","31,370.00","31,370.00","31,370.00","","-0.03%"
"02/24/2015","31,380.00","31,380.00","31,380.00","31,380.00","","0.00%"
